pkSeqID,proto,saddr,sport,daddr,dport,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,attack,category,subcategory
820633,0,192.168.100.149,40987,192.168.100.5,80,203356,2.109487,100,0,4,2.108546,100,0,0.215241,4.306166,1,0,0
1141133,0,192.168.100.149,62993,192.168.100.5,80,261700,0.024973,100,4.063473,4,4.090972,100,0,0.243684,4.123863,1,0,0
1757635,1,192.168.100.149,24653,192.168.100.3,80,106394,0,51,0,3,0,100,0,0.095552,0,1,1,1
3484243,0,192.168.100.148,48864,192.168.100.3,80,69162,0.696033,97,2.647106,4,3.630968,100,0,0.735096,4.149442,1,1,0
3383447,0,192.168.100.150,20948,192.168.100.3,80,230519,1.92226,100,0,4,2.718445,100,0,0.490808,4.090646,1,1,0
708026,0,192.168.100.147,40051,192.168.100.7,80,90749,1.227841,100,0,4,1.731536,100,0,0.34377,2.758107,1,0,0
36047,1,192.168.100.147,25924,192.168.100.7,80,34570,0,94,0,3,0,94,0,0.093815,0,1,0,1
2226669,1,192.168.100.150,19447,192.168.100.3,80,51128,0.081705,98,3.555034,3,3.636744,100,0,0.271101,3.718454,1,1,1
300334,1,192.168.100.147,59178,192.168.100.7,80,36704,0,100,0,3,0,100,0,0.118525,0,1,0,1
105380,1,192.168.100.147,44080,192.168.100.7,80,103903,0,61,0,3,0,61,0,0.126662,0,1,0,1
2810549,0,192.168.100.148,57656,192.168.100.3,80,181932,1.279944,89,1.374965,4,3.184028,100,0,0.649711,4.141935,1,1,0
2466027,1,192.168.100.148,51345,192.168.100.3,80,28339,1.172508,100,0,3,0.829089,100,0,0.077791,2.487266,1,1,1
3396341,0,192.168.100.150,26930,192.168.100.3,80,243413,1.924134,68,0,4,2.72109,100,0,0.49074,4.095439,1,1,0
978644,0,192.168.100.148,31916,192.168.100.6,80,99210,0.019172,58,3.551421,4,3.567816,58,0,0.27983,3.599602,1,0,0
2995046,0,192.168.100.147,2808,192.168.100.3,80,104268,1.369359,100,1.972559,4,3.909117,100,0,1.025266,4.882703,1,1,0
2603801,1,192.168.100.149,49859,192.168.100.3,80,166114,0.133792,100,0,1,0.094605,100,0,0.10755,0.283815,1,1,1
3186970,0,192.168.100.147,55840,192.168.100.3,80,34042,0.021056,100,3.95996,4,3.983227,100,0,1.002709,4.010985,1,1,0
1454418,0,192.168.100.150,1226,192.168.100.3,80,50675,1.913673,92,0,4,3.827202,92,0,0.626911,4.810126,1,0,0
871525,0,192.168.100.149,60194,192.168.100.5,80,254249,0.202631,100,4.112739,4,4.294857,100,0,0.234775,4.577534,1,0,0
3458408,0,192.168.100.147,63394,192.168.100.3,80,43327,0.874059,83,2.828406,4,3.938471,100,0,1.016417,4.964443,1,1,0
1173481,0,192.168.100.149,54699,192.168.100.5,80,31892,1.645792,32,0,4,2.01274,32,0,0.220885,3.516461,1,0,0
332943,1,192.168.100.150,35683,192.168.100.3,80,69313,0.01092,100,0.125262,1,0.136183,100,0.034488,0.103464,0.147103,1,0,1
1815882,1,192.168.100.150,36855,192.168.100.3,80,164641,0,100,0,3,0,100,0,0,0,1,1,1
2566227,1,192.168.100.148,17461,192.168.100.3,80,128540,0.117266,100,0,3,0.058633,100,0,0.11504,0.293165,1,1,1
40860,1,192.168.100.147,27430,192.168.100.7,80,39383,0,100,0,3,0,100,0,0.093476,0,1,0,1
63207,1,192.168.100.149,8766,192.168.100.5,80,61730,0.013123,100,0,1,0.007577,100,0,0.104266,0.030306,1,0,1
2410346,1,192.168.100.148,44817,192.168.100.3,80,234806,0.118317,100,3.097052,3,3.215365,100,0,0.314429,3.333679,1,1,1
1530488,0,192.168.100.150,55849,192.168.100.3,80,126745,0.018578,100,4.785704,4,4.806608,100,0,0.626194,4.835446,1,0,0
2146687,1,192.168.100.149,20939,192.168.100.3,80,233294,0.045461,92,3.816833,3,3.862305,100,0,0.251616,3.907776,1,1,1
3393855,0,192.168.100.150,25788,192.168.100.3,80,240927,1.923276,72,0,4,2.719878,100,0,0.490763,4.093361,1,1,0
1940151,1,192.168.100.147,43859,192.168.100.3,80,26754,0.163868,85,3.228687,1,3.456107,100,0,0.361233,3.608405,1,1,1
983967,0,192.168.100.150,53591,192.168.100.3,80,104533,1.795548,100,0,4,3.59107,100,0,0.446716,4.498729,1,0,0
687591,0,192.168.100.150,13321,192.168.100.3,80,70314,1.782376,70,0,4,3.301857,70,0,0.386487,4.704235,1,0,0
2517729,1,192.168.100.149,41650,192.168.100.3,80,80041,0.111926,88,0,1,0.188047,100,0.045253,0.13576,0.28123,1,1,1
3043842,0,192.168.100.147,27437,192.168.100.3,80,153064,1.369695,100,1.972706,4,3.909732,100,0,1.025023,4.884976,1,1,0
283163,1,192.168.100.147,53426,192.168.100.7,80,19533,0,100,0,3,0,100,0,0.121727,0,1,0,1
1074609,0,192.168.100.150,25136,192.168.100.3,80,195175,0.035787,34,4.419129,4,4.478725,34,0,0.446531,4.51165,1,0,0
2264093,1,192.168.100.149,25547,192.168.100.3,80,88552,1.689083,100,0,3,2.381661,100,0,0.280663,3.731463,1,1,1
1441392,0,192.168.100.148,48503,192.168.100.6,80,37649,1.746137,89,0,4,3.023905,89,0,0.247708,4.075353,1,0,0
2673652,0,192.168.100.147,33483,192.168.100.3,80,45035,0.454966,100,3.98235,4,4.349212,100,0,0.841129,4.990406,1,1,0
2533810,1,192.168.100.149,43333,192.168.100.3,80,96123,0,61,0,3,0,100,0,0.067818,0,1,1,1
1330939,0,192.168.100.148,63275,192.168.100.6,80,189350,2.132728,64,0,4,2.12747,64,0,0.179149,4.466603,1,0,0
2243383,1,192.168.100.150,24251,192.168.100.3,80,67842,0.037793,73,3.60427,3,3.642075,100,0,0.271586,3.679879,1,1,1
1246879,0,192.168.100.150,50059,192.168.100.3,80,105290,1.816634,100,0,4,3.210907,100,0,0.461422,4.93731,1,0,0
2790730,0,192.168.100.148,51075,192.168.100.3,80,162113,1.385602,45,1.371569,4,3.322713,100,0,0.628399,4.455188,1,1,0
3321853,0,192.168.100.148,12707,192.168.100.3,80,168925,0.646228,57,2.768517,4,3.681558,100,0,0.725337,4.172467,1,1,0
1698238,1,192.168.100.150,8486,192.168.100.3,80,46997,0.044478,71,0,1,0.044478,100,0,0.1688,0.088956,1,1,1
3500543,0,192.168.100.147,19359,192.168.100.3,80,85462,0.962307,83,2.921907,4,4.282535,100,0,0.941818,4.986634,1,1,0
526870,1,192.168.100.147,10014,192.168.100.7,80,1088,0,100,0,3,0,100,0,0.067244,0,1,0,1
1514037,0,192.168.100.150,47843,192.168.100.3,80,110294,0.030184,55,4.78256,4,4.812851,55,0,0.625114,4.861961,1,0,0
3282679,0,192.168.100.150,56968,192.168.100.3,80,129751,1.928971,100,0,4,2.727863,100,0,0.490624,4.113427,1,1,0
3410680,0,192.168.100.149,29169,192.168.100.3,80,257752,1.940134,100,0,4,2.743196,100,0,0.484496,4.163089,1,1,0
2023168,1,192.168.100.147,39715,192.168.100.3,80,109774,0.20826,100,3.100728,3,3.380589,100,0,0.295754,3.600003,1,1,1
1533370,0,192.168.100.147,54236,192.168.100.7,80,129627,1.571231,100,0,4,2.721443,100,0,0.246638,3.631997,1,0,0
189703,1,192.168.100.148,54854,192.168.100.6,80,188226,0.014649,100,0,1,0.013136,100,0.043339,0.129914,0.03544,1,0,1
78336,1,192.168.100.150,10497,192.168.100.3,80,76859,0.033576,100,0.05641,1,0.089986,100,0.04046,0.121381,0.123562,1,0,1
2327323,1,192.168.100.147,5540,192.168.100.3,80,151783,1.468014,78,0,1,2.066997,100,0,0.403789,3.268537,1,1,1
1612511,0,192.168.100.147,11708,192.168.100.7,80,208769,1.779504,100,0,4,2.179413,100,0,0.268205,3.644833,1,0,0
2657658,0,192.168.100.147,25213,192.168.100.3,80,29041,0.454139,100,3.987826,4,4.341486,100,0,0.774947,4.982596,1,1,0
2038638,1,192.168.100.148,15741,192.168.100.3,80,125244,0.470012,100,3.355368,1,3.769993,100,0,0.338181,4.427228,1,1,1
3266461,0,192.168.100.150,54442,192.168.100.3,80,113533,0.970391,100,2.032903,4,3.405028,100,0,0.490801,4.112111,1,1,0
3349156,0,192.168.100.149,65470,192.168.100.3,80,196228,1.955731,100,0,4,2.765812,100,0,0.484437,4.15513,1,1,0
2554841,1,192.168.100.147,27306,192.168.100.3,80,117154,0.168074,84,0,1,0.167984,100,0.05888,0.121197,0.343774,1,1,1
1249098,0,192.168.100.150,50550,192.168.100.3,80,107509,1.814394,81,0,4,3.205946,81,0,0.461515,4.928718,1,0,0
2087196,1,192.168.100.150,52570,192.168.100.3,80,173802,2.008011,37,0,3,2.008011,100,0,0.138876,4.016022,1,1,1
671083,0,192.168.100.150,7757,192.168.100.3,80,53806,1.78299,82,0,4,3.314675,82,0,0.384328,4.708586,1,0,0
2221455,1,192.168.100.149,10725,192.168.100.3,80,45914,1.663346,100,0.184299,1,2.532791,100,0.070494,0.417541,3.8233,1,1,1
2856929,0,192.168.100.150,51796,192.168.100.3,80,228312,0.366429,40,4.028771,4,4.395203,100,0,0.462576,4.761634,1,1,0
2795264,0,192.168.100.148,52455,192.168.100.3,80,166647,1.357972,57,1.376437,4,3.292706,100,0,0.632806,4.3607,1,1,0
3171842,0,192.168.100.148,38228,192.168.100.3,80,18914,0.647602,100,2.7721,4,3.687803,100,0,0.723763,4.159698,1,1,0
1791673,1,192.168.100.150,30842,192.168.100.3,80,140432,0,100,0,3,0,100,0,0,0,1,1,1
3511966,0,192.168.100.150,9140,192.168.100.3,80,96885,0.923616,100,2.108291,4,3.414477,100,0,0.489742,4.070086,1,1,0
915824,0,192.168.100.147,39538,192.168.100.7,80,36390,0.451456,90,1.374829,4,2.383996,90,0,0.404617,2.60455,1,0,0
3660756,0,192.168.100.148,44351,192.168.100.5,20326,1277,0,15,0.000113,4,0.000113,58,0,0,0.000113,1,2,2
1348406,0,192.168.100.149,12956,192.168.100.5,80,206817,1.768243,8,0,4,2.140235,8,0,0.23271,4.060158,1,0,0
1576128,0,192.168.100.148,19715,192.168.100.6,80,172385,0.021199,100,3.999796,4,4.029614,100,0,0.247998,4.047223,1,0,0
1780919,1,192.168.100.150,28212,192.168.100.3,80,129678,0,42,0,3,0,100,0,0,0,1,1,1
1236265,0,192.168.100.150,47876,192.168.100.3,80,94676,1.826381,100,0,4,3.230786,100,0,0.461416,4.938439,1,0,0
713535,0,192.168.100.150,22091,192.168.100.3,80,96258,1.878333,36,0,4,3.739107,36,0,0.390533,4.988481,1,0,0
2926457,0,192.168.100.150,20269,192.168.100.3,80,35679,0.942698,65,2.040027,4,3.373203,100,0,0.494469,4.040159,1,1,0
460104,1,192.168.100.149,49727,192.168.100.5,80,196475,2.119205,43,0,1,1.531712,43,0,0.127132,4.528473,1,0,1
3336118,0,192.168.100.148,22329,192.168.100.3,80,183190,0.644247,100,2.770221,4,3.680435,100,0,0.725601,4.17035,1,1,0
522158,1,192.168.100.150,26667,192.168.100.3,80,258531,0,100,0.172708,1,0.172708,100,0,5.79012,0.172708,1,0,1
472126,1,192.168.100.149,53751,192.168.100.5,80,208497,2.143954,100,0,3,1.516004,100,0,0.127288,4.548013,1,0,1
2848310,0,192.168.100.149,47280,192.168.100.3,80,219693,0.57716,100,2.878503,4,3.455664,100,0,0.363583,4.032825,1,1,0
1074147,0,192.168.100.149,40959,192.168.100.5,80,194713,1.775966,100,0,4,3.075918,100,0,0.230945,4.124127,1,0,0
289785,1,192.168.100.149,63193,192.168.100.5,80,26155,1.995086,100,0,1,1.17635,100,0,0.135908,4.631545,1,0,1
3589020,1,192.168.100.147,64088,192.168.100.6,1687,11786,0,22,8.40E-05,1,8.40E-05,100,0,0,8.40E-05,1,2,OS_Fingerprint
2928301,0,192.168.100.149,16799,192.168.100.3,80,37523,0.952866,85,2.038351,4,3.385905,100,0,0.492996,4.061076,1,1,0
1105437,0,192.168.100.149,44672,192.168.100.5,80,226003,1.78048,75,0,4,3.083762,75,0,0.230881,4.12673,1,0,0
3052793,0,192.168.100.147,31111,192.168.100.3,80,162015,1.370611,49,1.969716,4,3.908046,100,0,1.025141,4.881095,1,1,0
1211067,0,192.168.100.148,34076,192.168.100.6,80,69478,2.050673,79,0,4,1.672939,79,0,0.190397,4.316261,1,0,0
3156266,0,192.168.100.149,31236,192.168.100.3,80,3335,0.993913,52,2.021409,4,3.426491,100,0,0.485717,4.162266,1,1,0
3060817,0,192.168.100.147,34196,192.168.100.3,80,170039,1.372147,100,1.96713,4,3.907636,100,0,1.025208,4.880413,1,1,0
3302761,0,192.168.100.147,45383,192.168.100.3,80,149833,0.814803,100,2.983289,4,3.985797,100,0,1.002781,4.979079,1,1,0
2740504,0,192.168.100.148,38571,192.168.100.3,80,111887,0.883705,43,2.75783,4,3.931195,100,0,0.549894,4.890452,1,1,0
3063631,0,192.168.100.147,35282,192.168.100.3,80,172853,1.372634,42,1.96737,4,3.908567,100,0,1.025055,4.879997,1,1,0
1425630,0,192.168.100.147,50858,192.168.100.7,80,21887,1.784009,93,0,4,2.184909,93,0,0.250178,3.660958,1,0,0
439231,1,192.168.100.149,44293,192.168.100.5,80,175602,2.092707,98,0.043172,1,3.000385,98,0,0.170018,4.580491,1,0,1
3350534,0,192.168.100.150,4475,192.168.100.3,80,197606,1.924524,100,0,4,2.721634,100,0,0.490672,4.097264,1,1,0
3484062,0,192.168.100.147,9590,192.168.100.3,80,68981,1.312228,100,2.182413,4,4.037958,100,0,0.991137,4.990929,1,1,0
3023265,0,192.168.100.147,18138,192.168.100.3,80,132487,1.366505,100,1.97925,4,3.911757,100,0,1.024754,4.886121,1,1,0
1506094,0,192.168.100.150,43031,192.168.100.3,80,102351,0.039817,100,4.780608,4,4.814519,100,0,0.62452,4.881955,1,0,0
472959,1,192.168.100.150,44735,192.168.100.3,80,209330,0.024259,100,0.124534,1,0.148793,100,0.03556,0.106681,0.173052,1,0,1
2758941,0,192.168.100.150,19159,192.168.100.3,80,130324,2.039168,49,0,4,2.87005,100,0,0.395472,4.548842,1,1,0
3483895,0,192.168.100.149,61280,192.168.100.3,80,68814,1.003465,100,1.973132,4,3.391725,100,0,0.490636,4.134321,1,1,0
2940875,0,192.168.100.149,20534,192.168.100.3,80,50097,0.950714,28,2.038162,4,3.38267,100,0,0.493088,4.058035,1,1,0
690041,0,192.168.100.148,21242,192.168.100.6,80,72764,1.559381,74,0,4,2.700683,74,0,0.233664,3.634585,1,0,0
3548914,0,192.168.100.149,3118,192.168.100.3,80,133833,0.98666,100,1.999647,4,3.394445,100,0,0.489636,4.12577,1,1,0
303274,1,192.168.100.147,60060,192.168.100.7,80,39644,0,100,0,3,0,100,0,0.118045,0,1,0,1
2821225,0,192.168.100.149,37331,192.168.100.3,80,192608,1.449807,100,0,4,1.85795,100,0,0.342563,3.537876,1,1,0
1431613,0,192.168.100.148,46980,192.168.100.6,80,27870,1.745451,100,0,4,3.022697,100,0,0.247984,4.074588,1,0,0
1886884,1,192.168.100.148,62948,192.168.100.3,80,235643,0,100,0,3,0,100,0,0,0,1,1,1
2552299,1,192.168.100.148,10620,192.168.100.3,80,114612,2.036458,100,0,1,1.345792,100,0.085339,0.138964,4.868177,1,1,1
2241103,1,192.168.100.150,23792,192.168.100.3,80,65562,0.037894,23,3.61465,3,3.652544,100,0,0.271043,3.690438,1,1,1
2536575,1,192.168.100.150,28425,192.168.100.3,80,98888,0.09548,31,0,1,0.04774,100,0,0.128952,0.238701,1,1,1
511565,1,192.168.100.150,16106,192.168.100.3,80,247938,0,100,0.186104,1,0.186104,100,0,5.37334,0.186104,1,0,1
3389144,0,192.168.100.150,23573,192.168.100.3,80,236216,1.921826,100,0,4,2.717848,100,0,0.490773,4.087002,1,1,0
2731644,0,192.168.100.150,12188,192.168.100.3,80,103027,2.101335,100,0,4,2.94351,100,0,0.388731,4.769137,1,1,0
3257939,0,192.168.100.147,22409,192.168.100.3,80,105011,0.822434,100,2.97999,4,3.983231,100,0,1.002998,4.994485,1,1,0
1958957,1,192.168.100.150,24903,192.168.100.3,80,45562,2.223652,100,0,3,2.223652,100,0,0.135891,4.447304,1,1,1
2075561,1,192.168.100.148,29269,192.168.100.3,80,162167,1.898711,100,0,3,2.629809,100,0,0.272028,4.414537,1,1,1
1396091,0,192.168.100.149,43266,192.168.100.5,80,254503,1.46506,100,0,4,2.529501,100,0,0.254569,3.56316,1,0,0
3665835,1,192.168.100.148,42052,192.168.100.5,15660,6574,0,100,0.00055,1,0.00055,100,0,0,0.00055,1,2,2
47644,1,192.168.100.150,4173,192.168.100.3,80,46167,0.05036,98,0.035141,1,0.0855,98,0.043244,0.129732,0.13586,1,0,1
1629381,0,192.168.100.149,17786,192.168.100.5,80,225639,1.706633,79,0,4,2.809598,79,0,0.279045,4.611741,1,0,0
3163622,0,192.168.100.148,35768,192.168.100.3,80,10694,0.646175,55,2.776993,4,3.690629,100,0,0.723602,4.163691,1,1,0
3309015,0,192.168.100.148,3074,192.168.100.3,80,156087,1.29182,100,1.400924,4,3.227368,100,0,0.724271,4.17629,1,1,0
909188,0,192.168.100.150,35692,192.168.100.3,80,29754,1.796607,100,0,4,3.593144,100,0,0.446825,4.500607,1,0,0
1924096,1,192.168.100.148,13392,192.168.100.3,80,10695,0.067124,100,3.322749,1,3.409837,100,0,0.338623,3.486108,1,1,1
3668264,1,192.168.100.148,2705,192.168.100.5,1,9052,0,25,0.000199,1,0.000199,100,0,0,0.000199,1,2,2
3305200,0,192.168.100.149,58100,192.168.100.3,80,152272,1.951432,2,0,4,2.759664,100,0,0.484426,4.157393,1,1,0
3652195,1,192.168.100.149,40209,192.168.100.5,8292,28933,0,100,0.004556,1,0.004556,100,0,0,0.004556,1,2,2
3287535,0,192.168.100.150,57792,192.168.100.3,80,134607,1.927314,48,0,4,2.725553,100,0,0.490282,4.106518,1,1,0
2469164,1,192.168.100.147,57333,192.168.100.3,80,31476,1.1674,95,0,3,0.825476,100,0,0.091413,2.476429,1,1,1
1843628,1,192.168.100.147,56404,192.168.100.3,80,192387,0,79,0.264767,1,0.264767,100,0,3.776906,0.264767,1,1,1
437781,1,192.168.100.148,32691,192.168.100.6,80,174152,0.105477,100,0,3,0.052739,100,0,0.130736,0.263693,1,0,1
537688,1,192.168.100.149,40498,192.168.100.5,80,11906,0.046318,72,0,1,0.026742,72,0,0.050959,0.106967,1,0,1
2592117,1,192.168.100.147,40798,192.168.100.3,80,154430,0,100,0,3,0,100,0,0.068318,0,1,1,1
497828,1,192.168.100.150,2307,192.168.100.3,80,234201,0,100,0.18967,1,0.18967,100,0,5.272315,0.18967,1,0,1
414728,1,192.168.100.147,26365,192.168.100.7,80,151099,1.746142,78,0,3,1.008136,78,0,0.178687,4.032542,1,0,1
3080360,0,192.168.100.150,47242,192.168.100.3,80,189582,1.89739,100,0,4,2.683315,100,0,0.494513,4.026103,1,1,0
767195,0,192.168.100.147,53094,192.168.100.7,80,149918,0.935562,51,2.559325,4,3.074762,51,0,0.353594,4.944347,1,0,0
248873,1,192.168.100.150,58935,192.168.100.3,80,247396,0,100,0.169432,1,0.169432,100,0,5.902073,0.169432,1,0,1
3335440,0,192.168.100.149,63020,192.168.100.3,80,182512,1.955945,100,0,4,2.766102,100,0,0.484359,4.158896,1,1,0
3244579,0,192.168.100.147,13267,192.168.100.3,80,91651,1.413883,100,1.98233,4,3.981763,100,0,1.003315,4.998659,1,1,0
93919,1,192.168.100.149,17209,192.168.100.5,80,92442,0,53,0,3,0,53,0,0.105528,0,1,0,1
3584525,1,192.168.100.147,41840,192.168.100.5,990,7272,0,54,0.003265,1,0.003265,100,0,0,0.003265,1,2,OS_Fingerprint
2685200,0,192.168.100.148,22151,192.168.100.3,80,56583,0.300919,53,3.498903,4,3.924313,100,0,0.602865,4.146885,1,1,0
685236,0,192.168.100.149,10210,192.168.100.5,80,67959,1.937725,74,0,4,2.74034,74,0,0.157896,4.11878,1,0,0
2894655,0,192.168.100.147,40824,192.168.100.3,80,3875,0.913112,100,2.937829,4,4.229076,100,0,1.024372,4.887602,1,1,0
3176704,0,192.168.100.149,35450,192.168.100.3,80,23776,0.993696,100,2.022992,4,3.427886,100,0,0.485689,4.159548,1,1,0
3175506,0,192.168.100.147,52439,192.168.100.3,80,22578,1.41687,44,1.97942,4,3.983152,100,0,1.002697,4.993294,1,1,0
1138745,0,192.168.100.149,60578,192.168.100.5,80,259312,0.017058,100,4.065418,4,4.089186,100,0,0.243546,4.104907,1,0,0
703522,0,192.168.100.147,39173,192.168.100.7,80,86245,1.322604,74,0,4,1.32151,74,0,0.305084,2.74785,1,0,0
2299756,1,192.168.100.148,13489,192.168.100.3,80,124216,1.523696,58,0,3,2.150289,100,0,0.306782,3.346545,1,1,1
3322050,0,192.168.100.148,12904,192.168.100.3,80,169122,0.64636,100,2.768438,4,3.681683,100,0,0.725354,4.172417,1,1,0
1727470,1,192.168.100.148,23933,192.168.100.3,80,76229,0.162748,100,0,1,0.162748,100,0,0.189804,0.325496,1,1,1
74893,1,192.168.100.148,24444,192.168.100.6,80,73416,0.103101,100,0,1,0.059383,100,0.051003,0.128029,0.264002,1,0,1
3642020,0,192.168.100.150,55093,192.168.100.5,49204,18654,0,15,0.000181,4,0.000181,62,0,0,0.000181,1,2,2
3406470,0,192.168.100.150,31514,192.168.100.3,80,253542,1.927998,100,0,4,2.726585,100,0,0.490707,4.097811,1,1,0
2786061,0,192.168.100.149,25904,192.168.100.3,80,157444,1.969901,75,0,4,2.782541,100,0,0.40229,4.291545,1,1,0
722011,0,192.168.100.147,43125,192.168.100.7,80,104734,1.575099,100,0,4,2.557874,100,0,0.345648,4.976534,1,0,0
987275,0,192.168.100.148,34211,192.168.100.6,80,107841,0.015828,82,3.554423,4,3.571012,82,0,0.279773,3.594243,1,0,0
3572452,0,192.168.100.147,48017,192.168.100.3,80,157371,1.880242,54,0.981423,4,3.640475,100,0,1.006044,4.976937,1,1,0
3486638,0,192.168.100.147,11398,192.168.100.3,80,71557,1.229548,100,2.356798,4,4.095393,100,0,0.979047,4.989989,1,1,0
1990206,1,192.168.100.148,61564,192.168.100.3,80,76812,1.653138,69,0,3,1.168945,100,0,0.204213,3.506836,1,1,1
3324131,0,192.168.100.148,14409,192.168.100.3,80,171203,0.646884,47,2.767976,4,3.681896,100,0,0.725346,4.174235,1,1,0
3087930,0,192.168.100.148,36052,192.168.100.3,80,197152,1.283399,100,1.38682,4,3.201819,100,0,0.729089,4.111543,1,1,0
1042012,0,192.168.100.150,6747,192.168.100.3,80,162578,1.789128,100,0,4,3.578082,100,0,0.446568,4.487248,1,0,0
1433183,0,192.168.100.149,28673,192.168.100.5,80,29440,0.162462,100,3.241152,4,3.40455,100,0,0.281489,3.668251,1,0,0
1225816,0,192.168.100.149,59498,192.168.100.5,80,84227,1.83835,96,0,4,2.210839,96,0,0.221254,4.319317,1,0,0
2964103,0,192.168.100.149,27143,192.168.100.3,80,73325,0.953586,100,2.037023,4,3.385579,100,0,0.493187,4.065963,1,1,0
964408,0,192.168.100.149,14540,192.168.100.5,80,84974,0.025323,34,4.088011,4,4.120363,34,0,0.242928,4.149912,1,0,0
1748135,1,192.168.100.148,28499,192.168.100.3,80,96894,0,100,0,3,0,100,0,0.098464,0,1,1,1
2618273,1,192.168.100.148,41168,192.168.100.3,80,180586,0.130786,100,0,1,0.09248,100,0,0.087553,0.27744,1,1,1
595921,1,192.168.100.148,237,192.168.100.6,80,70140,0.020758,86,0,1,0.020491,86,0.01769,0.053079,0.04568,1,0,1
1589194,0,192.168.100.148,26855,192.168.100.6,80,185451,0.027388,7,3.986738,4,4.025034,7,0,0.248009,4.049487,1,0,0
3304222,0,192.168.100.149,57890,192.168.100.3,80,151294,1.955253,38,0,4,2.765068,100,0,0.484403,4.165581,1,1,0
3072084,0,192.168.100.148,28588,192.168.100.3,80,181306,0.640698,90,2.749603,4,3.655685,100,0,0.729475,4.109892,1,1,0
725048,0,192.168.100.149,19249,192.168.100.5,80,107771,2.110927,77,0,4,2.109247,77,0,0.200732,4.337563,1,0,0
42074,1,192.168.100.149,3195,192.168.100.5,80,40597,0,74,0,3,0,74,0,0.103704,0,1,0,1
3533005,0,192.168.100.148,55755,192.168.100.3,80,117924,0.726074,100,2.579677,4,3.606307,100,0,0.665106,4.136981,1,1,0
368052,1,192.168.100.148,2752,192.168.100.6,80,104422,0.014168,100,0,3,0.007084,100,0,0.16367,0.03542,1,0,1
696710,0,192.168.100.150,16380,192.168.100.3,80,79433,1.782765,100,0,4,3.295361,100,0,0.387917,4.703262,1,0,0
2175761,1,192.168.100.3,80,192.168.100.147,39321,213,1.287107,100,0,1,2.222061,100,0,0.337997,3.051297,1,1,1
1757209,1,192.168.100.147,35638,192.168.100.3,80,105968,2.290383,17,0,3,2.290383,100,0,0.139949,4.580766,1,1,1
367665,1,192.168.100.149,26209,192.168.100.5,80,104035,1.89407,77,0,3,0.947035,77,0,0.119041,4.735175,1,0,1
1422835,0,192.168.100.150,33967,192.168.100.3,80,19092,1.221754,87,1.741766,4,4.185198,87,0,0.586709,4.813307,1,0,0
890652,0,192.168.100.148,2340,192.168.100.6,80,11218,1.434263,58,0,4,2.868467,58,0,0.280287,3.602632,1,0,0
2611604,1,192.168.100.150,39208,192.168.100.3,80,173917,0,100,0,3,0,100,0,0.101728,0,1,1,1
2998331,0,192.168.100.148,2008,192.168.100.3,80,107553,0.632886,100,2.762452,4,3.657486,100,0,0.729311,4.10544,1,1,0
623895,0,192.168.100.147,9482,192.168.100.7,80,6618,1.05652,100,0,4,2.110393,100,0,0.272412,2.716081,1,0,0
1963571,1,192.168.100.147,23416,192.168.100.3,80,50177,0.284191,100,2.998556,3,3.397204,100,0,0.295139,3.64076,1,1,1
579728,1,192.168.100.149,54107,192.168.100.5,80,53946,0,100,0,3,0,100,0,0.054682,0,1,0,1
1753928,1,192.168.100.148,30270,192.168.100.3,80,102687,0.124876,35,0,1,0.124876,100,0,0.1932,0.249751,1,1,1
2532508,1,192.168.100.147,20361,192.168.100.3,80,94821,0,100,0,3,0,100,0,0.076323,0,1,1,1
539364,1,192.168.100.148,52039,192.168.100.6,80,13582,0.020438,100,0,1,0.0118,100,0,0.05344,0.0472,1,0,1
766272,0,192.168.100.147,52939,192.168.100.7,80,148995,0.93734,100,2.559249,4,3.078226,100,0,0.353422,4.951458,1,0,0
414561,1,192.168.100.148,25223,192.168.100.6,80,150932,0.174424,100,0,1,0.141068,100,0.082028,0.135972,0.390535,1,0,1
1238327,0,192.168.100.147,33965,192.168.100.7,80,96738,1.81646,100,0,4,2.222577,100,0,0.214554,3.848817,1,0,0
1725346,1,192.168.100.150,15370,192.168.100.3,80,74105,0.065537,100,0,1,0.065537,100,0,0.17163,0.131074,1,1,1
113752,1,192.168.100.150,17703,192.168.100.3,80,112275,0.02732,59,0.086836,1,0.114156,59,0.03769,0.11307,0.141476,1,0,1
1216762,0,192.168.100.150,43159,192.168.100.3,80,75173,1.847996,79,0,4,3.265579,79,0,0.460262,4.972969,1,0,0
45911,1,192.168.100.148,16776,192.168.100.6,80,44434,0.077841,25,0,1,0.044657,25,0.049986,0.127477,0.199219,1,0,1
2545035,1,192.168.100.149,43723,192.168.100.3,80,107348,0.12756,57,0,1,0.120381,100,0.02243,0.11215,0.300426,1,1,1
1067447,0,192.168.100.150,21430,192.168.100.3,80,188013,0.031924,100,4.426536,4,4.47903,100,0,0.446425,4.510407,1,0,0
3320569,0,192.168.100.149,60472,192.168.100.3,80,167641,1.955683,100,0,4,2.765702,100,0,0.403698,4.163046,1,1,0
540188,1,192.168.100.148,52257,192.168.100.6,80,14406,0.022531,100,0,1,0.013008,100,0,0.05343,0.052034,1,0,1
